 schemaname |           tablename           |                            indexname                            |                                                                                                                   indexdef                                                                                                                   
 selemti    | stock_policy                  | idx_stock_policy_item_suc                                       | CREATE INDEX idx_stock_policy_item_suc ON selemti.stock_policy USING btree (item_id, sucursal_id)
 selemti    | stock_policy                  | idx_stock_policy_unique                                         | CREATE UNIQUE INDEX idx_stock_policy_unique ON selemti.stock_policy USING btree (item_id, sucursal_id, (COALESCE(almacen_id, '_'::text)))
 selemti    | stock_policy                  | ix_sp_item_suc                                                  | CREATE INDEX ix_sp_item_suc ON selemti.stock_policy USING btree (item_id, sucursal_id)
 selemti    | stock_policy                  | stock_policy_pkey                                               | CREATE UNIQUE INDEX stock_policy_pkey ON selemti.stock_policy USING btree (id)
 selemti    | sucursal                      | sucursal_pkey                                                   | CREATE UNIQUE INDEX sucursal_pkey ON selemti.sucursal USING btree (id)
 selemti    | sucursal_almacen_terminal     | idx_suc_alm_term_unique                                         | CREATE UNIQUE INDEX idx_suc_alm_term_unique ON selemti.sucursal_almacen_terminal USING btree (sucursal_id, almacen_id, (COALESCE(terminal_id, 0)))
 selemti    | sucursal_almacen_terminal     | sucursal_almacen_terminal_pkey                                  | CREATE UNIQUE INDEX sucursal_almacen_terminal_pkey ON selemti.sucursal_almacen_terminal USING btree (id)
 selemti    | ticket_det_consumo            | idx_tick_cons_unique                                            | CREATE UNIQUE INDEX idx_tick_cons_unique ON selemti.ticket_det_consumo USING btree (ticket_det_id, item_id, lote_id, qty_canonica, (COALESCE(uom_original_id, 0)))
 selemti    | ticket_det_consumo            | idx_tickcons_lote                                               | CREATE INDEX idx_tickcons_lote ON selemti.ticket_det_consumo USING btree (item_id, lote_id)
 selemti    | ticket_det_consumo            | idx_tickcons_ticket                                             | CREATE INDEX idx_tickcons_ticket ON selemti.ticket_det_consumo USING btree (ticket_id, ticket_det_id)
 selemti    | ticket_det_consumo            | ticket_det_consumo_pkey                                         | CREATE UNIQUE INDEX ticket_det_consumo_pkey ON selemti.ticket_det_consumo USING btree (id)
 selemti    | ticket_item_modifiers         | ticket_item_modifiers_pkey                                      | CREATE UNIQUE INDEX ticket_item_modifiers_pkey ON selemti.ticket_item_modifiers USING btree (id)
 selemti    | ticket_item_modifiers         | ticket_item_modifiers_ticket_id_idx                             | CREATE INDEX ticket_item_modifiers_ticket_id_idx ON selemti.ticket_item_modifiers USING btree (ticket_id)
 selemti    | ticket_item_modifiers         | ticket_item_modifiers_ticket_item_id_idx                        | CREATE INDEX ticket_item_modifiers_ticket_item_id_idx ON selemti.ticket_item_modifiers USING btree (ticket_item_id)
 selemti    | ticket_venta_cab              | idx_ticket_venta_fecha                                          | CREATE INDEX idx_ticket_venta_fecha ON selemti.ticket_venta_cab USING btree (fecha_venta)
 selemti    | ticket_venta_cab              | ticket_venta_cab_numero_ticket_key                              | CREATE UNIQUE INDEX ticket_venta_cab_numero_ticket_key ON selemti.ticket_venta_cab USING btree (numero_ticket)
 selemti    | ticket_venta_cab              | ticket_venta_cab_pkey                                           | CREATE UNIQUE INDEX ticket_venta_cab_pkey ON selemti.ticket_venta_cab USING btree (id)
 selemti    | ticket_venta_det              | ticket_venta_det_pkey                                           | CREATE UNIQUE INDEX ticket_venta_det_pkey ON selemti.ticket_venta_det USING btree (id)
 selemti    | transfer_cab                  | transfer_cab_pkey                                               | CREATE UNIQUE INDEX transfer_cab_pkey ON selemti.transfer_cab USING btree (id)
 selemti    | transfer_det                  | transfer_det_pkey                                               | CREATE UNIQUE INDEX transfer_det_pkey ON selemti.transfer_det USING btree (id)
 selemti    | traspaso_cab                  | traspaso_cab_pkey                                               | CREATE UNIQUE INDEX traspaso_cab_pkey ON selemti.traspaso_cab USING btree (id)
 selemti    | traspaso_det                  | traspaso_det_pkey                                               | CREATE UNIQUE INDEX traspaso_det_pkey ON selemti.traspaso_det USING btree (id)
 selemti    | unidad_medida_legacy          | unidad_medida_codigo_key                                        | CREATE UNIQUE INDEX unidad_medida_codigo_key ON selemti.unidad_medida_legacy USING btree (codigo)
 selemti    | unidad_medida_legacy          | unidad_medida_pkey                                              | CREATE UNIQUE INDEX unidad_medida_pkey ON selemti.unidad_medida_legacy USING btree (id)
 selemti    | unidades_medida_legacy        | unidades_medida_codigo_key                                      | CREATE UNIQUE INDEX unidades_medida_codigo_key ON selemti.unidades_medida_legacy USING btree (codigo)
 selemti    | unidades_medida_legacy        | unidades_medida_pkey                                            | CREATE UNIQUE INDEX unidades_medida_pkey ON selemti.unidades_medida_legacy USING btree (id)
 selemti    | uom_conversion_legacy         | uom_conversion_origen_id_destino_id_key                         | CREATE UNIQUE INDEX uom_conversion_origen_id_destino_id_key ON selemti.uom_conversion_legacy USING btree (origen_id, destino_id)
 selemti    | uom_conversion_legacy         | uom_conversion_pkey                                             | CREATE UNIQUE INDEX uom_conversion_pkey ON selemti.uom_conversion_legacy USING btree (id)
 selemti    | user_roles                    | user_roles_pkey                                                 | CREATE UNIQUE INDEX user_roles_pkey ON selemti.user_roles USING btree (user_id, role_id)
 selemti    | users                         | users_pkey                                                      | CREATE UNIQUE INDEX users_pkey ON selemti.users USING btree (id)
 selemti    | users                         | users_username_key                                              | CREATE UNIQUE INDEX users_username_key ON selemti.users USING btree (username)
 selemti    | usuario                       | usuario_pkey                                                    | CREATE UNIQUE INDEX usuario_pkey ON selemti.usuario USING btree (id)
 selemti    | usuario                       | usuario_username_key                                            | CREATE UNIQUE INDEX usuario_username_key ON selemti.usuario USING btree (username)
(378 filas)

